id,age,job,marital,education,balance,housing,loan,contact
22034,41,technician,married,secondary,0,no,no,cellular
22035,38,management,married,tertiary,1555,no,no,cellular
22036,40,management,married,tertiary,2014,no,no,cellular
22037,33,management,single,tertiary,23,no,no,cellular
22038,45,admin.,married,secondary,236,no,no,cellular
22039,34,technician,single,tertiary,19,no,no,cellular
22040,43,technician,divorced,tertiary,1088,no,no,cellular
22041,31,technician,married,tertiary,79,yes,no,cellular
22042,56,blue-collar,married,secondary,385,no,no,cellular
22043,33,management,single,tertiary,215,no,no,telephone
22044,40,management,married,tertiary,324,no,no,cellular
22045,33,technician,divorced,secondary,558,yes,no,cellular
22046,40,technician,single,secondary,34,no,no,cellular
22047,53,management,divorced,tertiary,913,no,no,cellular
22048,34,management,married,tertiary,651,no,no,cellular
22049,31,student,single,tertiary,744,no,no,cellular
22050,31,technician,single,secondary,36,no,no,cellular
22051,46,blue-collar,married,secondary,123,no,no,cellular
22052,31,technician,married,secondary,-305,no,yes,cellular
22053,50,blue-collar,married,primary,8000,yes,no,cellular
22054,59,entrepreneur,married,tertiary,-23,no,yes,cellular
22055,33,management,single,tertiary,20794,no,no,cellular
22056,35,management,married,tertiary,47,no,yes,cellular
22057,34,technician,single,secondary,10890,no,no,cellular
22058,49,management,married,secondary,601,no,no,cellular
22059,55,technician,divorced,secondary,35,yes,no,cellular
22060,57,management,married,tertiary,3250,no,no,cellular
22061,37,management,single,tertiary,0,no,no,cellular
22062,31,management,married,tertiary,1170,no,no,cellular
22063,33,management,married,tertiary,0,no,no,cellular
22064,48,management,married,tertiary,1567,yes,no,cellular
22065,46,management,married,tertiary,0,no,no,cellular
22066,51,housemaid,married,primary,3486,no,no,cellular
22067,32,technician,single,tertiary,35,no,no,cellular
22068,40,technician,married,secondary,-432,yes,yes,cellular
22069,54,housemaid,married,unknown,909,no,no,cellular
22070,38,technician,married,secondary,63,no,no,cellular
22071,30,management,single,tertiary,30,no,no,cellular
22072,43,technician,married,secondary,253,no,no,cellular
22073,42,management,married,tertiary,99,no,no,cellular
22074,59,retired,married,primary,56,no,no,cellular
22075,41,management,married,tertiary,185,no,no,cellular
22076,47,technician,married,secondary,644,no,no,telephone
22077,54,management,divorced,tertiary,205,no,no,cellular
22078,52,blue-collar,married,primary,990,no,no,cellular
22079,34,housemaid,married,secondary,0,no,no,cellular
22080,34,technician,single,secondary,0,no,no,cellular
22081,40,management,married,tertiary,185,no,no,cellular
22082,47,management,married,tertiary,1224,no,no,cellular
22083,38,technician,single,secondary,0,no,no,cellular
22084,36,technician,single,secondary,310,no,no,cellular
22085,35,management,married,tertiary,109,no,yes,cellular
22086,36,management,married,tertiary,35,no,no,cellular
22087,36,management,single,tertiary,1246,no,no,cellular
22088,40,technician,single,secondary,572,no,no,cellular
22089,30,technician,single,tertiary,196,no,no,cellular
22090,51,management,married,tertiary,-3,no,no,cellular
22091,38,technician,married,secondary,13,no,no,cellular
22092,40,management,married,tertiary,52527,no,no,cellular
22093,42,technician,married,secondary,5,no,no,cellular
22094,31,management,single,tertiary,0,no,no,cellular
22095,33,technician,single,tertiary,213,no,no,cellular
22096,33,management,married,tertiary,0,no,no,cellular
22097,33,technician,single,tertiary,1805,no,no,cellular
22098,32,self-employed,married,secondary,9,no,no,cellular
22099,36,unknown,married,primary,0,no,no,cellular
22100,53,blue-collar,married,unknown,0,no,no,cellular
22101,53,blue-collar,married,secondary,-31,no,no,cellular
22102,58,retired,married,primary,358,no,no,cellular
22103,30,technician,married,tertiary,0,no,no,cellular
22104,33,management,married,tertiary,51,yes,no,cellular
22105,31,technician,single,tertiary,24,no,no,cellular
22106,45,technician,married,tertiary,0,no,no,cellular
22107,39,technician,single,tertiary,0,no,no,cellular
22108,41,technician,divorced,secondary,988,no,no,cellular
22109,44,management,married,secondary,0,no,no,cellular
22110,48,blue-collar,married,primary,492,no,yes,cellular
22111,46,management,married,tertiary,-337,no,yes,cellular
22112,44,management,divorced,tertiary,243,no,no,cellular
22113,37,management,single,tertiary,102,yes,no,cellular
22114,43,technician,married,tertiary,1485,no,no,cellular
22115,58,management,married,tertiary,287,yes,no,cellular
22116,50,management,divorced,tertiary,83,yes,no,cellular
22117,34,technician,single,secondary,666,no,no,cellular
22118,42,management,single,tertiary,0,no,yes,cellular
22119,33,technician,single,secondary,422,no,no,cellular
22120,35,technician,single,tertiary,147,no,no,cellular
22121,30,technician,single,secondary,-123,no,yes,cellular
22122,31,technician,single,secondary,388,no,no,cellular
22123,51,blue-collar,married,primary,0,no,no,cellular
22124,30,technician,married,secondary,9,no,no,cellular
22125,37,technician,married,secondary,28,no,no,cellular
22126,32,technician,single,secondary,0,no,no,cellular
22127,38,technician,married,secondary,1960,yes,no,cellular
22128,56,technician,married,tertiary,73,no,no,cellular
22129,46,services,married,secondary,244,no,no,cellular
22130,55,blue-collar,married,unknown,196,no,no,cellular
22131,32,housemaid,single,tertiary,4,yes,no,cellular
22132,36,management,married,tertiary,0,no,no,cellular
22133,53,blue-collar,married,primary,2295,no,no,cellular
22134,52,blue-collar,married,primary,924,no,no,cellular
22135,50,services,divorced,secondary,-210,no,yes,cellular
22136,36,technician,married,secondary,1130,no,no,cellular
22137,45,blue-collar,married,secondary,13156,no,no,cellular
22138,33,housemaid,married,primary,167,no,no,cellular
22139,34,management,married,tertiary,468,no,no,cellular
22140,47,management,single,tertiary,0,no,no,cellular
22141,30,management,married,tertiary,4948,no,no,cellular
22142,45,blue-collar,married,secondary,430,no,yes,cellular
22143,32,technician,single,tertiary,0,no,no,cellular
22144,31,technician,single,tertiary,-1,no,no,cellular
22145,45,blue-collar,married,primary,1251,no,yes,cellular
22146,44,technician,divorced,secondary,65,no,no,cellular
22147,39,technician,married,secondary,22,no,no,cellular
22148,55,technician,married,tertiary,11,no,no,cellular
22149,34,technician,single,tertiary,0,no,no,cellular
22150,33,management,married,tertiary,150,no,no,cellular
22151,57,technician,divorced,tertiary,96,no,no,cellular
22152,38,management,married,tertiary,3995,no,no,cellular
22153,35,technician,married,secondary,249,no,no,cellular
22154,53,technician,married,secondary,144,no,no,cellular
22155,42,technician,single,secondary,0,no,no,cellular
22156,33,technician,married,tertiary,15,no,no,cellular
22157,36,housemaid,married,secondary,0,no,no,cellular
22158,31,management,single,tertiary,0,no,no,cellular
22159,56,management,married,tertiary,502,no,no,cellular
22160,31,unemployed,single,secondary,2066,no,yes,cellular
22161,34,management,single,tertiary,0,no,no,cellular
22162,41,housemaid,married,primary,39,no,no,cellular
22163,34,technician,married,secondary,-255,yes,no,cellular
22164,41,technician,married,secondary,1032,yes,no,cellular
22165,34,management,married,tertiary,0,no,no,cellular
22166,60,retired,married,secondary,404,no,no,cellular
22167,36,admin.,single,secondary,8,no,no,cellular
22168,35,technician,single,tertiary,8,no,no,cellular
22169,36,management,married,tertiary,0,yes,no,cellular
22170,51,management,married,tertiary,307,no,no,cellular
22171,30,technician,single,tertiary,-970,no,yes,cellular
22172,57,blue-collar,married,secondary,2887,no,no,cellular
22173,40,technician,married,secondary,1498,no,yes,cellular
22174,34,management,single,tertiary,886,yes,no,cellular
22175,57,technician,single,secondary,104,no,no,cellular
22176,33,technician,divorced,secondary,9,no,no,cellular
22177,57,technician,married,tertiary,121,no,no,cellular
22178,34,management,divorced,tertiary,0,no,no,cellular
22179,48,self-employed,married,secondary,91,no,no,cellular
22180,30,technician,single,secondary,0,no,no,cellular
22181,30,management,married,tertiary,562,no,no,cellular
22182,55,technician,married,tertiary,1354,no,no,cellular
22183,52,technician,divorced,secondary,225,no,no,cellular
22184,30,technician,married,tertiary,423,yes,no,cellular
22185,32,management,single,tertiary,46,no,no,cellular
22186,33,management,single,tertiary,20,no,no,cellular
22187,39,technician,married,secondary,564,no,no,cellular
22188,50,blue-collar,married,primary,533,no,no,cellular
22189,47,management,married,tertiary,509,no,yes,cellular
22190,32,management,single,tertiary,438,no,no,cellular
22191,54,self-employed,married,secondary,77,no,no,cellular
22192,31,technician,single,tertiary,176,no,no,cellular
22193,55,blue-collar,married,primary,400,no,no,cellular
22194,48,blue-collar,married,secondary,2008,no,no,cellular
22195,37,management,married,tertiary,727,no,no,cellular
22196,52,admin.,married,tertiary,17,no,no,cellular
22197,31,technician,single,secondary,506,no,no,cellular
22198,35,management,single,tertiary,75,no,no,cellular
22199,34,technician,married,tertiary,5060,yes,no,cellular
22200,37,management,married,secondary,31,no,no,cellular
22201,45,blue-collar,married,secondary,1179,no,no,cellular
22202,31,technician,single,tertiary,26,no,no,cellular
22203,33,management,divorced,tertiary,433,no,no,cellular
22204,31,technician,single,tertiary,110,no,no,cellular
22205,48,technician,divorced,secondary,0,no,no,cellular
22206,57,self-employed,married,secondary,2109,no,no,cellular
22207,31,technician,married,secondary,28,no,no,cellular
22208,43,technician,married,tertiary,226,no,no,cellular
22209,50,management,married,tertiary,0,no,no,cellular
22210,32,management,married,secondary,134,no,no,cellular
22211,32,technician,single,tertiary,0,no,no,cellular
22212,60,blue-collar,married,secondary,0,no,no,cellular
22213,50,services,married,secondary,1501,no,no,cellular
22214,40,technician,married,tertiary,278,no,no,cellular
22215,32,housemaid,married,secondary,0,no,no,cellular
22216,30,services,single,tertiary,-477,no,yes,cellular
22217,60,services,married,secondary,1446,no,no,cellular
22218,52,services,married,secondary,0,no,no,cellular
22219,53,admin.,married,secondary,105,no,yes,cellular
22220,50,unknown,married,unknown,0,no,no,cellular
22221,58,retired,married,tertiary,0,no,no,cellular
22222,36,technician,single,secondary,18,no,no,cellular
22223,39,management,married,tertiary,1981,no,no,cellular
22224,35,technician,married,secondary,905,no,yes,cellular
22225,40,management,married,tertiary,700,yes,no,cellular
22226,31,technician,single,tertiary,424,no,no,cellular
22227,39,management,single,tertiary,86,yes,no,cellular
22228,45,management,married,tertiary,-459,no,no,cellular
22229,57,admin.,married,unknown,1401,no,no,cellular
22230,30,technician,single,tertiary,6619,yes,no,cellular
22231,44,management,married,tertiary,7635,no,no,cellular
22232,47,management,single,tertiary,440,no,no,cellular
22233,47,blue-collar,married,primary,468,no,no,cellular
22234,34,management,single,tertiary,0,no,no,cellular
22235,56,admin.,married,secondary,1694,no,no,cellular
22236,31,management,single,tertiary,284,no,no,cellular
22237,37,management,married,tertiary,292,no,no,cellular
22238,45,management,married,tertiary,0,no,no,cellular
22239,34,technician,single,secondary,202,yes,no,cellular
22240,37,technician,divorced,secondary,-18,no,no,cellular
22241,33,management,married,tertiary,137,yes,yes,cellular
22242,46,management,married,tertiary,549,no,no,cellular
22243,34,management,single,tertiary,0,no,no,cellular
22244,33,technician,single,tertiary,8097,no,yes,cellular
22245,36,management,married,tertiary,518,no,no,cellular
22246,33,technician,divorced,secondary,557,yes,no,cellular
22247,30,management,married,tertiary,151,no,no,cellular
22248,48,management,married,tertiary,11,yes,no,cellular
22249,37,management,married,tertiary,21,no,no,cellular
22250,43,management,married,tertiary,0,no,no,cellular
22251,30,management,single,tertiary,55,no,no,cellular
22252,37,self-employed,married,secondary,744,yes,yes,cellular
22253,37,management,married,secondary,510,yes,no,cellular
22254,53,technician,single,tertiary,1,no,no,cellular
22255,33,technician,married,secondary,7621,no,no,cellular
22256,55,blue-collar,married,secondary,196,no,no,cellular
22257,42,technician,single,secondary,25,yes,no,cellular
22258,34,technician,single,secondary,161,no,no,cellular
22259,49,technician,divorced,secondary,57,no,no,cellular
22260,34,management,single,tertiary,197,no,yes,cellular
22261,49,services,married,secondary,400,no,no,cellular
22262,52,management,married,tertiary,291,no,no,cellular
22263,57,technician,married,tertiary,0,no,no,cellular
22264,57,retired,married,primary,0,no,no,cellular
22265,51,housemaid,married,tertiary,990,no,no,telephone
22266,33,technician,single,tertiary,316,no,no,cellular
22267,33,technician,divorced,secondary,0,no,no,cellular
22268,32,management,single,tertiary,41,no,no,cellular
22269,35,technician,married,secondary,84,yes,no,cellular
22270,31,management,married,tertiary,351,no,no,cellular
22271,35,management,single,tertiary,0,no,no,cellular
22272,32,management,single,tertiary,154,no,yes,cellular
22273,37,management,married,secondary,38,no,no,cellular
22274,55,blue-collar,married,secondary,644,no,no,cellular
22275,39,management,married,tertiary,1363,no,no,cellular
22276,36,self-employed,married,primary,161,no,no,cellular
22277,32,technician,single,tertiary,178,no,no,cellular
22278,33,management,single,tertiary,206,no,no,cellular
22279,34,self-employed,single,tertiary,462,no,no,cellular
22280,53,housemaid,married,primary,70,no,no,cellular
22281,35,unknown,married,primary,4144,no,no,cellular
22282,59,blue-collar,married,primary,0,yes,yes,cellular
22283,30,management,married,tertiary,0,no,no,cellular
22284,47,technician,married,secondary,11,no,no,cellular
22285,31,technician,single,secondary,4,no,no,cellular
22286,31,housemaid,married,primary,25,no,no,cellular
22287,32,technician,married,secondary,0,no,no,cellular
22288,34,management,married,secondary,355,no,no,cellular
22289,47,self-employed,married,secondary,3279,no,no,cellular
22290,34,technician,married,secondary,22,no,no,cellular
22291,33,management,married,tertiary,0,no,yes,cellular
22292,42,management,married,tertiary,37,no,no,cellular
22293,40,technician,married,secondary,318,no,no,cellular
22294,41,management,married,secondary,0,no,no,cellular
22295,36,technician,single,secondary,0,no,no,cellular
22296,30,technician,single,tertiary,69,no,no,cellular
22297,54,management,married,tertiary,1090,no,no,cellular
22298,33,technician,single,tertiary,255,no,no,cellular
22299,33,management,single,tertiary,109,no,no,cellular
22300,59,housemaid,married,secondary,454,no,no,cellular
22301,30,technician,single,secondary,13,no,no,cellular
22302,47,blue-collar,married,primary,0,no,no,cellular
22303,53,blue-collar,married,primary,0,no,no,cellular
22304,35,management,single,secondary,0,no,no,cellular
22305,31,technician,single,tertiary,50,no,no,cellular
22306,60,management,married,tertiary,70,no,no,cellular
22307,55,blue-collar,married,primary,2384,no,yes,telephone
22308,46,blue-collar,married,primary,278,no,no,cellular
22309,35,management,single,tertiary,-146,yes,no,cellular
22310,49,blue-collar,married,primary,1898,no,no,cellular
22311,30,management,single,tertiary,254,no,no,cellular
22312,37,technician,married,secondary,1580,no,no,cellular
22313,52,retired,married,secondary,0,no,no,cellular
22314,33,technician,divorced,secondary,6,no,no,cellular
22315,55,management,married,tertiary,0,no,no,cellular
22316,52,retired,married,primary,6,no,no,cellular
22317,43,technician,single,tertiary,58,no,no,cellular
22318,38,technician,married,tertiary,664,no,no,cellular
22319,32,management,single,tertiary,0,no,no,cellular
22320,44,management,married,tertiary,38,no,no,cellular
22321,41,technician,married,secondary,1344,no,no,cellular
22322,47,blue-collar,married,secondary,11305,no,no,cellular
22323,50,services,married,primary,-158,no,no,cellular
22324,41,management,married,tertiary,15449,no,no,cellular
22325,52,management,married,tertiary,1339,yes,no,cellular
22326,31,technician,married,tertiary,22,no,no,cellular
22327,33,technician,single,tertiary,516,no,no,cellular
22328,47,admin.,married,secondary,29,no,yes,cellular
22329,34,technician,married,secondary,260,yes,no,cellular
22330,33,technician,single,secondary,18,no,no,cellular
22331,53,management,married,tertiary,32,no,yes,cellular
22332,37,unemployed,single,secondary,42,no,no,cellular
22333,34,technician,single,secondary,229,no,no,cellular
22334,32,technician,single,secondary,-420,no,no,cellular
22335,31,technician,divorced,tertiary,0,no,no,cellular
22336,52,management,married,tertiary,1227,no,no,cellular
22337,45,technician,single,tertiary,0,no,no,cellular
22338,58,services,divorced,secondary,183,no,no,cellular
22339,37,management,married,tertiary,981,no,no,cellular
22340,46,technician,divorced,tertiary,532,no,no,cellular
22341,30,technician,married,secondary,398,yes,no,cellular
22342,43,technician,married,tertiary,0,no,no,cellular
22343,60,self-employed,single,secondary,27,no,no,cellular
22344,30,technician,single,tertiary,0,no,no,cellular
22345,33,management,married,tertiary,1109,no,no,cellular
22346,46,blue-collar,married,primary,255,no,no,cellular
22347,42,management,married,secondary,580,no,no,cellular
22348,47,management,married,secondary,0,no,yes,cellular
22349,49,technician,married,secondary,27,no,no,cellular
22350,35,self-employed,married,secondary,573,yes,yes,cellular
22351,32,management,single,tertiary,98,no,no,cellular
22352,32,management,single,tertiary,522,no,no,cellular
22353,31,self-employed,married,tertiary,94,no,no,cellular
22354,47,technician,married,secondary,147,no,no,cellular
22355,41,technician,married,secondary,965,no,no,cellular
22356,32,technician,married,secondary,14,no,no,cellular
22357,46,housemaid,single,tertiary,1328,no,no,cellular
22358,36,technician,married,tertiary,0,no,no,cellular
22359,36,technician,married,secondary,366,no,yes,cellular
22360,58,management,divorced,tertiary,0,no,no,cellular
22361,34,technician,single,secondary,95,no,no,cellular
22362,39,management,single,tertiary,139,no,no,cellular
22363,46,blue-collar,married,primary,0,no,no,cellular
22364,34,technician,married,tertiary,149,no,no,cellular
22365,52,blue-collar,married,secondary,-164,no,no,cellular
22366,38,technician,married,secondary,196,no,no,cellular
22367,33,management,single,tertiary,321,no,no,cellular
22368,56,retired,married,secondary,415,no,no,cellular
22369,53,blue-collar,married,primary,109,no,no,cellular
22370,58,retired,married,tertiary,183,no,no,cellular
22371,35,technician,divorced,secondary,308,no,no,cellular
22372,33,technician,single,tertiary,99,no,no,cellular
22373,31,management,single,tertiary,1536,no,no,cellular
22374,52,management,married,secondary,189,no,no,cellular
22375,38,technician,single,secondary,0,no,no,cellular
22376,38,management,married,tertiary,546,no,no,cellular
22377,44,management,divorced,tertiary,0,no,no,cellular
22378,44,technician,married,secondary,267,no,no,cellular
22379,46,blue-collar,married,primary,225,no,no,cellular
22380,50,admin.,married,secondary,-195,no,no,cellular
22381,34,admin.,married,secondary,36,no,no,cellular
22382,30,management,single,tertiary,347,no,no,cellular
22383,46,blue-collar,married,primary,-44,no,yes,telephone
22384,30,technician,single,tertiary,1109,no,no,cellular
22385,53,blue-collar,married,tertiary,0,no,no,cellular
22386,50,self-employed,married,primary,0,no,no,cellular
22387,59,retired,married,unknown,575,no,no,cellular
22388,42,self-employed,married,secondary,357,no,no,cellular
22389,56,management,married,tertiary,4889,no,no,cellular
22390,55,blue-collar,married,primary,419,no,no,cellular
22391,49,management,single,tertiary,0,no,no,cellular
22392,34,management,single,tertiary,478,yes,no,cellular
22393,31,technician,single,secondary,1,no,no,cellular
22394,53,technician,married,secondary,0,no,no,cellular
22395,34,technician,married,secondary,-172,no,no,cellular
22396,32,management,single,tertiary,334,no,no,cellular
22397,31,management,single,tertiary,10215,no,no,cellular
22398,57,technician,married,secondary,20,no,no,cellular
22399,48,management,married,tertiary,1335,no,no,cellular
22400,37,management,married,tertiary,31,no,no,cellular
22401,38,technician,married,tertiary,0,no,no,cellular
22402,59,management,divorced,secondary,0,no,no,cellular
22403,49,admin.,married,secondary,0,no,no,cellular
22404,41,management,married,tertiary,23,no,no,cellular
22405,33,management,married,tertiary,4570,no,no,cellular
22406,35,management,married,tertiary,-126,no,no,cellular
22407,32,technician,single,secondary,34,no,no,cellular
22408,30,management,married,secondary,0,no,no,cellular
22409,35,management,single,secondary,1048,no,no,cellular
22410,53,blue-collar,married,secondary,25,no,no,cellular
22411,43,technician,married,secondary,221,no,no,cellular
22412,36,management,single,tertiary,0,no,no,cellular
22413,32,technician,single,tertiary,388,yes,no,cellular
22414,46,technician,divorced,secondary,447,no,yes,cellular
22415,52,blue-collar,married,primary,796,no,no,cellular
22416,43,technician,married,secondary,328,no,no,cellular
22417,46,services,married,primary,599,no,no,cellular
22418,35,management,married,tertiary,3168,no,no,cellular
22419,30,technician,single,tertiary,0,no,no,cellular
22420,33,management,married,tertiary,4636,no,no,cellular
22421,55,blue-collar,married,unknown,890,no,no,cellular
22422,55,self-employed,married,secondary,100,no,no,cellular
22423,49,technician,married,secondary,1982,yes,yes,cellular
22424,40,self-employed,married,secondary,0,no,no,cellular
22425,48,technician,married,secondary,23495,no,no,cellular
22426,35,technician,married,secondary,19,no,no,cellular
22427,51,management,married,tertiary,0,no,no,cellular
22428,58,management,single,tertiary,0,no,no,cellular
22429,58,blue-collar,married,secondary,371,no,no,cellular
22430,37,management,single,tertiary,767,no,no,cellular
22431,60,blue-collar,married,primary,864,no,no,telephone
22432,36,management,single,tertiary,1520,no,no,cellular
22433,45,housemaid,married,secondary,1623,no,no,cellular
22434,33,self-employed,married,tertiary,215,no,yes,cellular
22435,52,blue-collar,married,primary,994,no,no,cellular
22436,35,technician,divorced,secondary,54,no,no,cellular
22437,36,technician,single,tertiary,1324,no,no,cellular
22438,31,technician,single,secondary,125,no,no,cellular
22439,57,housemaid,married,secondary,0,no,no,cellular
22440,30,management,single,tertiary,370,no,no,cellular
22441,55,blue-collar,married,tertiary,1341,no,no,cellular
22442,32,technician,single,secondary,90,no,no,cellular
22443,35,technician,single,tertiary,296,no,no,cellular
22444,54,housemaid,married,primary,179,no,no,cellular
22445,35,technician,married,secondary,13,no,no,cellular
22446,32,management,single,tertiary,0,no,no,cellular
22447,31,technician,single,secondary,5,no,no,cellular
22448,57,blue-collar,married,primary,1075,no,no,cellular
22449,32,self-employed,married,tertiary,3601,no,no,cellular
22450,55,blue-collar,married,primary,396,no,no,cellular
22451,55,housemaid,married,secondary,139,no,no,cellular
22452,34,technician,single,secondary,559,no,no,cellular
22453,46,management,single,tertiary,0,no,no,cellular
22454,33,management,single,secondary,-298,no,no,cellular
22455,32,technician,single,secondary,0,no,no,cellular
22456,49,housemaid,married,secondary,211,no,no,cellular
22457,36,technician,married,tertiary,473,no,no,cellular
22458,44,management,divorced,tertiary,-26,no,no,cellular
22459,46,admin.,married,secondary,154,no,no,cellular
22460,36,management,divorced,tertiary,276,yes,no,cellular
22461,53,services,married,primary,6,no,no,cellular
22462,32,management,married,tertiary,282,no,no,cellular
22463,52,services,married,secondary,145,no,no,cellular
22464,50,housemaid,married,secondary,195,no,no,cellular
22465,33,technician,single,secondary,80,no,no,cellular
22466,46,services,married,secondary,273,no,no,cellular
22467,50,entrepreneur,married,secondary,7907,yes,yes,cellular
22468,57,retired,married,primary,333,no,no,unknown
22469,52,management,married,tertiary,0,no,no,cellular
22470,49,management,single,tertiary,11,no,no,cellular
22471,36,technician,married,secondary,331,no,no,cellular
22472,36,management,single,secondary,1898,yes,no,cellular
22473,39,technician,married,secondary,13165,yes,yes,cellular
22474,48,management,divorced,tertiary,2939,no,no,cellular
22475,52,housemaid,married,primary,335,no,no,cellular
22476,50,blue-collar,married,primary,1052,no,no,cellular
22477,50,management,single,tertiary,0,no,no,cellular
22478,33,management,single,tertiary,112,no,no,cellular
22479,47,blue-collar,married,primary,9346,no,no,cellular
22480,49,management,married,tertiary,234,no,no,cellular
22481,35,management,single,tertiary,1496,yes,no,cellular
22482,46,entrepreneur,married,tertiary,1920,no,no,cellular
22483,52,technician,married,secondary,2944,no,no,cellular
22484,58,retired,married,primary,701,no,no,cellular
22485,43,management,married,tertiary,1,no,no,cellular
22486,31,management,divorced,tertiary,-6,no,yes,cellular
22487,30,technician,married,tertiary,296,no,no,cellular
22488,47,management,married,tertiary,5049,no,no,cellular
22489,47,housemaid,divorced,secondary,26,no,no,cellular
22490,31,management,single,secondary,2,no,no,cellular
22491,30,management,married,tertiary,882,no,no,cellular
22492,30,technician,married,secondary,817,yes,no,cellular
22493,44,management,married,tertiary,1383,no,no,cellular
22494,46,management,married,tertiary,144,no,no,cellular
22495,30,management,married,tertiary,696,no,no,cellular
22496,54,blue-collar,married,primary,2110,yes,no,cellular
22497,49,admin.,married,secondary,682,no,no,cellular
22498,50,admin.,married,primary,82,no,no,cellular
22499,38,self-employed,married,tertiary,656,yes,no,cellular
22500,54,unknown,married,primary,981,no,no,cellular
22501,34,unemployed,married,tertiary,10,no,no,cellular
22502,36,technician,married,tertiary,508,no,no,cellular
22503,47,management,married,tertiary,286,no,no,cellular
22504,36,management,divorced,tertiary,0,no,no,cellular
22505,47,blue-collar,married,primary,469,no,no,telephone
22506,49,management,married,tertiary,502,no,no,cellular
22507,50,technician,married,secondary,0,no,no,telephone
22508,59,housemaid,married,primary,57,no,no,cellular
22509,34,management,married,secondary,857,yes,no,cellular
22510,31,management,single,tertiary,-201,yes,no,cellular
22511,36,technician,single,secondary,159,yes,no,cellular
22512,30,unemployed,single,tertiary,463,no,no,cellular
22513,41,technician,married,secondary,994,no,no,cellular
22514,35,self-employed,married,secondary,1256,yes,no,cellular
22515,31,management,single,tertiary,47,no,no,cellular
22516,33,management,single,tertiary,71,no,no,cellular
22517,32,management,single,tertiary,17,no,no,cellular
22518,50,management,married,tertiary,72,no,no,cellular
22519,39,management,single,tertiary,968,yes,no,cellular
22520,41,technician,married,secondary,0,no,no,cellular
22521,32,technician,single,tertiary,195,yes,no,cellular
22522,35,technician,married,tertiary,1006,no,no,cellular
22523,30,technician,single,secondary,3,no,no,cellular
22524,32,management,married,tertiary,4,no,no,cellular
22525,46,housemaid,married,primary,131,no,no,cellular
22526,31,unknown,divorced,tertiary,137,no,no,cellular
22527,57,retired,married,primary,318,no,no,cellular
22528,39,management,married,tertiary,0,no,no,cellular
22529,40,technician,married,tertiary,1207,no,no,cellular
22530,60,retired,married,secondary,30,no,no,cellular
22531,49,technician,married,tertiary,2950,yes,no,cellular
22532,32,management,married,tertiary,141,yes,yes,cellular
22533,34,management,single,secondary,0,no,no,cellular
22534,59,admin.,married,secondary,1575,yes,no,cellular
22535,34,management,single,tertiary,1336,no,no,cellular
22536,33,entrepreneur,married,secondary,5809,yes,no,cellular
22537,40,management,married,tertiary,0,no,no,cellular
22538,32,management,single,tertiary,0,no,no,telephone
22539,34,management,divorced,tertiary,140,no,no,cellular
22540,43,technician,single,secondary,4990,yes,no,cellular
22541,55,management,divorced,tertiary,1598,no,no,cellular
22542,31,technician,single,secondary,354,no,yes,cellular
22543,57,technician,married,secondary,0,no,no,cellular
22544,36,technician,divorced,secondary,433,no,no,cellular
22545,36,services,married,secondary,33,yes,yes,cellular
22546,47,housemaid,married,secondary,443,no,no,cellular
22547,32,technician,married,tertiary,0,no,no,cellular
22548,32,management,married,tertiary,263,no,no,cellular
22549,36,technician,single,secondary,664,no,no,cellular
22550,35,technician,married,secondary,712,yes,yes,cellular
22551,41,management,married,tertiary,527,no,no,cellular
22552,51,blue-collar,married,secondary,548,no,no,cellular
22553,45,technician,divorced,secondary,88,yes,no,cellular
22554,34,management,married,secondary,42,no,no,cellular
22555,31,technician,single,secondary,373,no,no,cellular
22556,31,management,single,tertiary,55,no,no,cellular
22557,59,retired,married,primary,0,no,no,cellular
22558,32,technician,married,tertiary,43,no,no,cellular
22559,47,services,married,secondary,2322,no,no,cellular
22560,35,technician,single,secondary,127,no,no,cellular
22561,59,retired,married,primary,0,no,no,cellular
22562,56,admin.,married,secondary,150,no,no,cellular
22563,41,technician,married,secondary,65,no,no,cellular
22564,36,management,single,tertiary,156,no,no,cellular
22565,45,technician,married,tertiary,12766,no,no,cellular
22566,31,technician,single,tertiary,336,no,no,cellular
22567,37,management,married,secondary,261,no,no,cellular
22568,31,management,single,tertiary,1308,no,no,cellular
22569,45,management,married,tertiary,0,no,no,cellular
22570,31,housemaid,single,tertiary,0,no,no,cellular
22571,36,technician,married,secondary,287,no,no,cellular
22572,30,technician,single,secondary,0,no,no,cellular
22573,42,technician,divorced,secondary,2861,no,no,cellular
22574,47,services,married,tertiary,871,no,no,cellular
22575,37,technician,married,secondary,1725,no,no,cellular
22576,31,management,single,tertiary,18,no,no,cellular
22577,43,management,married,secondary,445,no,no,cellular
22578,30,technician,single,tertiary,0,no,no,cellular
22579,31,technician,married,secondary,298,no,no,cellular
22580,30,self-employed,married,tertiary,-517,yes,yes,cellular
22581,34,technician,single,tertiary,632,no,no,cellular
22582,48,blue-collar,married,primary,2519,no,no,telephone
22583,30,services,married,secondary,475,no,no,cellular
22584,37,technician,married,tertiary,2043,no,no,cellular
22585,53,unemployed,divorced,secondary,468,no,no,cellular
22586,31,technician,divorced,tertiary,75,no,no,cellular
22587,34,technician,married,tertiary,23,no,no,cellular
22588,35,management,married,tertiary,94,no,no,cellular
22589,47,blue-collar,married,secondary,4709,no,no,cellular
